company_id,year,net_profit_margin,operating_profit_margin,roe,roce,roa,debt_to_equity,high_leverage_flag,interest_coverage,icr_label,icr_warning,net_debt,asset_turnover,eps_ratio,dividend_payout_ratio,id,company_name,roe_percentage,roce_percentage,roe_difference,roce_difference,category
BAJAJ-AUTO,Mar 2022,18.60310755770101,15.866646553024587,20.650390167118793,17.540524314588755,17.561447979265758,0.004119360996684417,0,881.1111111111111,,0,-26511.0,0.9440061519182023,213.0,66.0,BAJAJ-AUTO,Bajaj Auto Ltd,26.5,33.5,5.849609832881207,15.959475685411245,Formula Difference
BAJAJ-AUTO,Mar 2023,16.62323412426279,17.734192840488273,20.638921054424088,21.925659635081054,17.247267759562842,0.004223145562291397,0,204.2,,0,-26059.0,1.037539845173042,214.0,65.0,BAJAJ-AUTO,Bajaj Auto Ltd,26.5,33.5,5.861078945575912,11.574340364918946,Formula Difference
BAJAJ-AUTO,Mar 2024,17.178515712057056,19.534209939826162,26.61418410330778,28.389583468290468,19.59129727531517,0.06601754022512257,0,174.41666666666666,,0,-26175.0,1.1404534363562424,276.0,29.0,BAJAJ-AUTO,Bajaj Auto Ltd,26.5,33.5,0.11418410330778173,5.110416531709532,Source Difference
AXISBANK,Mar 2017,8.259620133806294,53.450675766692115,6.525363604114934,4.077990192132123,0.6016727122862908,9.355037247250799,1,2.0353263193909847,,0,398419.0,0.07284508276883928,15.0,33.0,AXISBANK,Axis Bank Ltd,18.4,7.06,11.874636395885066,2.9820098078678763,Formula Difference
AXISBANK,Mar 2018,0.6028833551769331,63.11708169506335,0.42985967262136526,4.276736448244015,0.0392210918526708,9.522715591757908,1,2.632716330810614,,0,458388.0,0.06505585452953874,1.0,0.0,AXISBANK,Axis Bank Ltd,18.4,7.06,17.970140327378633,2.7832635517559847,Formula Difference
AXISBANK,Mar 2019,8.505801476739535,49.385298075873855,6.898026606884752,3.482312085950464,0.574537556845682,10.501106162060116,1,2.0674028941355673,,0,537940.0,0.06754655142338394,18.0,6.0,AXISBANK,Axis Bank Ltd,18.4,7.06,11.501973393115247,3.5776879140495357,Formula Difference
AXISBANK,Mar 2020,2.5975892073122058,55.984673106090845,1.8844104702339586,3.9681919977548357,0.17534746171885776,9.234850590687978,1,2.2559052584153956,,0,642055.0,0.06750392295489033,6.0,0.0,AXISBANK,Axis Bank Ltd,18.4,7.06,16.51558952976604,3.091808002245164,Formula Difference
AXISBANK,Mar 2021,10.400025258106274,50.119976004799035,6.359441666505782,3.3274816720729032,0.6581385707364099,8.210427244821128,1,2.588470319634703,,0,625215.0,0.06328240118680725,22.0,0.0,AXISBANK,Axis Bank Ltd,18.4,7.06,12.040558333494218,3.7325183279270964,Formula Difference
AXISBANK,Mar 2022,19.33152262641554,44.4691808777476,11.01377461716035,2.630082057296147,1.0892480968473273,8.632964375406939,1,1.968793114775639,,0,746335.0,0.056345695985629454,42.0,2.0,AXISBANK,Axis Bank Ltd,18.4,7.06,7.386225382839649,4.429917942703852,Formula Difference
AXISBANK,Mar 2023,11.248884505189986,34.15645108261707,7.381666037401469,2.2693531614057836,0.712575999428749,8.876784737365254,1,1.8029486464721551,,0,863943.0,0.06334636995339248,31.0,3.0,AXISBANK,Axis Bank Ltd,18.4,7.06,11.018333962598529,4.790646838594216,Formula Difference
BAJAJFINSV,Mar 2013,27.48603351955307,48.80198634388579,28.377339143809277,18.905400856057327,3.386874713171179,1.6650858754165598,0,3.2666112956810633,,0,-30260.0,0.12322166131252868,10.0,2.0,BAJAJFINSV,Bajaj Finserv Ltd,11.72,21.14,16.657339143809274,2.234599143942674,Formula Difference
